loan_amount,sanction_amount,net_disbursement,processing_fee,gst,income,bank_balance_at_application,employment_status,marital_status,zipcode,residence_type,age,loan_purpose,installment_start_dt,disbursal_date,principal_outstanding,default,diff,pct,valid_loan,valid_gst,valid_net_disbursement,valid_principal_outstanding,valid_bank_balance
417127,323854,369177,1651.74,490.91,32411,62314,Self-employed,Divorced,87640,Owned,63,Car,2045-04-06,2045-03-06,335190,0,1.03,0.04,True,False,False,False,False
241436,171150,141613,645.78,344.87,77540,49966,Salaried,Married,70543,Rented,24,Home,2045-04-07,2045-03-07,384074,1,0.56,0.48,True,True,False,False,False
464584,348153,112483,1109.56,549.91,149107,36490,Self-employed,Divorced,50692,Owned,35,Home,2045-04-08,2045-03-08,112393,0,-2.28,0.3,True,False,False,False,False
231711,309117,138784,1146.72,364.97,55393,72576,Salaried,Divorced,72271,Owned,43,Home,2045-04-09,2045-03-09,61440,0,-0.41,0.5,False,False,True,False,True
435731,116604,413424,2314.59,568.89,115592,56350,Salaried,Single,22253,Rented,64,Home,2045-04-10,2045-03-10,265371,0,0.89,0.37,True,False,False,True,False
236092,225225,119409,3641.01,121.99,19175,46405,Self-employed,Married,62965,Parental,35,Education,2045-04-11,2045-03-11,284184,0,0.78,0.93,False,True,False,True,True
478740,76941,129968,1633.77,543.53,66254,26406,Salaried,Married,43855,Parental,61,Car,2045-04-12,2045-03-12,186780,0,-2.68,0.58,False,False,False,True,False
256486,351691,325812,3294.4,871.02,19620,97054,Self-employed,Single,39713,Rented,42,Education,2045-04-13,2045-03-13,330329,0,0.04,0.15,True,False,False,False,False
276575,488267,434245,3642.29,700.04,105383,76990,Unemployed,Married,57969,Rented,63,Home,2045-04-14,2045-03-14,335323,0,1.11,0.6,False,False,True,True,True
300658,338304,244851,775.92,270.38,61814,62875,Salaried,Single,15189,Rented,32,Business,2045-04-15,2045-03-15,115111,0,1.38,0.42,False,False,False,True,True
463762,266194,250152,4283.08,881.55,52544,31070,Self-employed,Single,27233,Parental,37,Business,2045-04-16,2045-03-16,36935,0,1.4,0.01,False,True,True,False,False
156094,194312,461889,3856.73,135.87,122887,16184,Salaried,Single,16363,Owned,24,Education,2045-04-17,2045-03-17,215558,0,0.28,0.03,False,False,True,False,False
236930,217820,143510,2134.16,116.05,81462,5136,Self-employed,Divorced,44823,Rented,44,Car,2045-04-18,2045-03-18,177599,0,-0.55,0.27,True,True,False,False,False
87692,405529,375210,3686.05,238.8,66804,64888,Self-employed,Married,58327,Parental,21,Education,2045-04-19,2045-03-19,377252,0,-1.2,0.66,True,True,True,True,False
435127,200790,279358,3494.38,148.91,28665,43846,Self-employed,Divorced,71936,Rented,43,Home,2045-04-20,2045-03-20,113874,0,1.97,0.14,False,True,False,True,False
368759,456550,380880,3601.73,760.09,124545,61761,Salaried,Married,92466,Rented,26,Car,2045-04-21,2045-03-21,173226,0,0.47,0.02,True,False,False,True,False
242078,394228,329606,1245.05,883.36,19792,66782,Unemployed,Single,15442,Parental,24,Home,2045-04-22,2045-03-22,308488,0,0.83,0.9,False,False,True,False,False
302528,114984,349493,1763.8,585.15,69225,63694,Salaried,Married,59398,Rented,48,Business,2045-04-23,2045-03-23,167372,0,-0.06,0.37,False,True,True,True,False
241067,433257,451249,4436.47,216.51,61122,3735,Self-employed,Married,66854,Parental,22,Education,2045-04-24,2045-03-24,451,0,-0.67,0.62,True,True,True,True,True
494787,371226,309994,971.15,237.65,68810,57969,Self-employed,Divorced,46744,Rented,53,Education,2045-04-25,2045-03-25,277955,0,-0.64,0.31,True,True,False,False,False
449838,129107,278772,3104.97,300.89,54200,48121,Salaried,Single,80840,Owned,37,Business,2045-04-26,2045-03-26,243156,1,-0.76,0.84,True,True,False,True,False
454042,241216,393205,1193.51,676.64,67197,1763,Salaried,Divorced,87328,Parental,26,Education,2045-04-27,2045-03-27,365635,0,-1.8,0.42,False,True,False,False,True
238809,378561,276137,3495.95,629.84,109839,58164,Self-employed,Divorced,84683,Owned,35,Car,2045-04-28,2045-03-28,348504,1,-1.42,0.16,False,True,True,True,True
498387,319859,48396,2245.47,678.08,21818,17777,Unemployed,Divorced,53860,Parental,39,Business,2045-04-29,2045-03-29,341172,0,0.83,0.32,False,True,False,True,False
93468,368347,150665,2935.95,112.39,60046,88395,Unemployed,Married,80092,Owned,47,Education,2045-04-30,2045-03-30,240871,0,-1.41,0.71,True,True,False,True,False
312157,278792,91872,1502.29,145.71,106233,79747,Self-employed,Single,98356,Parental,39,Home,2045-05-01,2045-03-31,63520,0,1.61,0.82,True,True,False,False,True
119455,168913,169085,4674.9,411.25,147213,35502,Self-employed,Single,88258,Rented,39,Education,2045-05-02,2045-04-01,93671,0,-0.86,0.33,True,True,True,False,False
348697,58790,195557,1976.47,221.16,100248,36517,Self-employed,Divorced,99974,Owned,54,Car,2045-05-03,2045-04-02,373076,0,0.64,0.03,True,False,False,True,True
216203,55048,284729,1672.94,584.41,52541,91097,Salaried,Married,92738,Rented,50,Home,2045-05-04,2045-04-03,271785,0,0.05,0.17,True,False,False,False,False
70899,168458,65977,3592.14,393.86,140031,21516,Salaried,Married,21427,Rented,55,Business,2045-05-05,2045-04-04,345053,0,0.45,0.15,False,True,True,False,True
205453,247996,181783,2866.3,445.6,43440,90568,Self-employed,Married,89614,Owned,60,Car,2045-05-06,2045-04-05,49073,0,0.39,0.3,False,False,False,True,False
390419,219428,340249,979.47,837.73,63826,43978,Self-employed,Single,36123,Parental,63,Car,2045-05-07,2045-04-06,184424,0,0.05,0.04,True,False,True,False,True
267804,487203,402334,2474.24,710.07,22049,64808,Unemployed,Single,72854,Owned,47,Car,2045-05-08,2045-04-07,220847,0,0.28,0.88,True,True,False,True,False
471342,365623,454716,2413.58,548.66,56556,73951,Self-employed,Single,26346,Owned,47,Business,2045-05-09,2045-04-08,306497,0,-1.22,0.53,True,False,True,True,False
146172,158312,389290,4485.59,378.12,86944,73693,Salaried,Single,81526,Parental,38,Education,2045-05-10,2045-04-09,284484,0,0.25,0.15,False,True,True,False,True
198816,257754,331208,4662.97,623.52,128162,16626,Self-employed,Divorced,63547,Owned,29,Car,2045-05-11,2045-04-10,207814,0,0.43,0.08,False,False,True,False,True
97508,328119,53775,4336.82,404.86,20673,53704,Salaried,Divorced,53173,Parental,57,Car,2045-05-12,2045-04-11,389055,0,0.04,0.64,True,True,True,False,False
474287,238196,188214,3643.67,154.7,76472,20014,Unemployed,Married,38589,Parental,44,Business,2045-05-13,2045-04-12,34845,0,-0.25,0.57,False,True,False,False,False
379926,152638,170415,3355.1,99.02,117670,34202,Salaried,Married,96313,Owned,47,Education,2045-05-14,2045-04-13,289582,0,1.91,0.41,True,True,False,True,True
395642,340024,84255,1468.88,512.5,61365,85679,Unemployed,Divorced,62441,Owned,31,Education,2045-05-15,2045-04-14,321404,1,0.02,0.12,False,False,False,True,False
309439,65425,150819,2565.94,771.21,43418,69210,Unemployed,Married,29976,Parental,39,Home,2045-05-16,2045-04-15,2159,0,2.13,0.08,False,True,True,False,True
140568,132583,351771,4312.45,281.97,89289,42379,Salaried,Divorced,42307,Rented,28,Education,2045-05-17,2045-04-16,283162,0,2.56,0.1,False,False,False,True,True
117396,307013,106051,2160.47,593.48,95600,4421,Unemployed,Single,74047,Parental,56,Business,2045-05-18,2045-04-17,356614,0,0.19,0.36,False,True,False,True,False
329250,225397,327317,4878.16,99.42,15117,41429,Unemployed,Divorced,69357,Rented,44,Business,2045-05-19,2045-04-18,12721,1,0.3,0.66,True,False,False,False,True
245645,490613,200831,1095.27,365.7,130795,33544,Unemployed,Married,32882,Owned,43,Car,2045-05-20,2045-04-19,39644,1,-0.49,0.85,True,True,True,True,True
111242,275608,462617,3704.52,131.6,29192,7839,Self-employed,Married,94436,Owned,36,Car,2045-05-21,2045-04-20,58662,0,1.22,0.45,False,False,True,True,True
431988,138432,269782,3017.53,122.72,115046,23598,Unemployed,Single,64778,Parental,51,Education,2045-05-22,2045-04-21,352932,0,-0.9,0.85,True,True,True,False,True
95326,487554,470528,1275.68,678.95,50628,68687,Self-employed,Single,81053,Owned,30,Home,2045-05-23,2045-04-22,9067,0,-0.31,0.83,False,True,True,False,False
317470,473916,47472,3202.18,399.34,118987,25994,Self-employed,Divorced,75527,Owned,37,Car,2045-05-24,2045-04-23,343105,0,0.42,0.56,True,False,True,True,False
219249,368824,221087,1410.8,899.13,96287,94978,Self-employed,Single,69094,Rented,33,Business,2045-05-25,2045-04-24,108549,0,0.93,0.55,True,True,False,False,True
259309,233734,373824,3490.36,769.7,93593,32128,Salaried,Single,29307,Parental,49,Home,2045-05-26,2045-04-25,145087,0,0.11,0.29,True,False,True,True,False
476305,356583,405557,748.71,539.07,84381,71502,Unemployed,Married,29247,Parental,31,Education,2045-05-27,2045-04-26,184494,0,1.36,0.83,True,True,False,False,False
215480,222905,209015,2642.24,530.79,72722,10543,Self-employed,Divorced,47384,Rented,31,Business,2045-05-28,2045-04-27,87529,1,1.47,0.94,False,True,True,False,False
391818,149934,436626,2873.45,116.03,85179,86491,Salaried,Married,81255,Rented,22,Car,2045-05-29,2045-04-28,169142,0,-0.86,0.24,True,False,True,False,True
481863,376106,171654,4786.97,697.14,12415,20089,Salaried,Divorced,74828,Rented,32,Business,2045-05-30,2045-04-29,246463,0,-1.0,0.89,True,True,False,True,True
481049,432429,468044,4116.88,478.13,90255,90401,Unemployed,Married,13669,Parental,58,Business,2045-05-31,2045-04-30,212197,0,0.03,0.93,False,False,False,False,True
448051,411956,63791,4414.73,271.26,10999,24449,Self-employed,Married,85302,Parental,56,Education,2045-06-01,2045-05-01,383125,0,2.15,0.2,True,False,True,False,False
296191,78409,386080,4142.81,348.51,13999,28044,Unemployed,Married,30403,Parental,45,Business,2045-06-02,2045-05-02,60388,0,0.63,0.8,True,True,True,True,False
489437,107217,450979,4662.97,558.18,94367,81275,Unemployed,Married,22973,Owned,55,Education,2045-06-03,2045-05-03,176414,0,1.94,0.48,True,True,False,False,False
427574,256146,140641,1159.43,611.72,74957,58281,Unemployed,Divorced,58460,Parental,52,Education,2045-06-04,2045-05-04,184355,0,-0.04,0.4,False,False,False,False,False
363544,399368,169114,2438.07,200.64,86492,18173,Unemployed,Divorced,98266,Parental,61,Business,2045-06-05,2045-05-05,318495,0,-1.42,0.33,False,True,False,True,False
85249,414330,396804,1841.77,271.38,19420,72495,Salaried,Single,75095,Rented,24,Education,2045-06-06,2045-05-06,303960,0,-0.44,0.13,True,False,True,True,True
378663,497067,265012,4559.63,693.08,132852,36157,Unemployed,Single,37848,Parental,25,Home,2045-06-07,2045-05-07,228617,0,0.2,0.0,True,True,True,True,False
177800,104580,142807,2058.25,658.58,118820,16725,Self-employed,Divorced,33762,Rented,25,Home,2045-06-08,2045-05-08,44014,1,0.74,0.66,True,False,True,True,True
338178,133599,137578,1752.8,532.76,111238,54437,Unemployed,Divorced,78572,Owned,62,Business,2045-06-09,2045-05-09,365381,1,-0.19,0.71,True,True,False,False,False
329807,73997,172672,3852.32,455.0,14342,8714,Unemployed,Single,16633,Rented,61,Home,2045-06-10,2045-05-10,103477,0,-0.5,0.84,False,False,False,True,False
348681,148086,135187,3729.25,712.18,86438,89207,Unemployed,Married,49654,Owned,51,Car,2045-06-11,2045-05-11,58099,0,-1.49,0.42,True,False,True,False,False
184154,364521,430276,3430.36,413.78,27188,71093,Salaried,Married,33516,Owned,49,Car,2045-06-12,2045-05-12,376923,0,1.29,0.06,False,True,True,True,False
262332,159794,299874,3134.12,493.14,140212,10618,Unemployed,Single,36348,Rented,62,Business,2045-06-13,2045-05-13,346333,0,-0.7,0.36,False,True,True,True,True
359901,182757,461369,2419.61,839.96,78580,65982,Self-employed,Married,55027,Owned,41,Home,2045-06-14,2045-05-14,190212,0,-0.02,0.54,True,False,True,True,True
459799,126972,108990,1777.02,788.81,144060,41805,Salaried,Divorced,91448,Rented,36,Home,2045-06-15,2045-05-15,393900,0,0.52,0.65,False,False,True,False,False
465985,399829,124123,2375.87,696.95,82964,19620,Unemployed,Single,88995,Owned,54,Car,2045-06-16,2045-05-16,33966,0,1.08,0.75,False,True,True,False,True
326036,245290,91685,4282.98,134.8,144724,1981,Unemployed,Single,74221,Parental,38,Business,2045-06-17,2045-05-17,303021,0,-0.33,0.91,True,True,True,False,False
133428,172268,313385,2485.73,883.02,37783,47262,Self-employed,Divorced,51163,Rented,49,Education,2045-06-18,2045-05-18,196630,0,-0.05,0.44,True,True,False,True,False
190190,109931,450724,2080.58,613.38,82051,90986,Unemployed,Married,12429,Parental,42,Car,2045-06-19,2045-05-19,189455,0,1.23,0.3,True,True,False,True,True
74914,371416,74162,3452.58,679.96,133889,89872,Salaried,Married,73989,Rented,50,Education,2045-06-20,2045-05-20,273723,0,0.04,0.82,False,True,True,True,False
318748,77681,284080,3881.83,720.31,107588,51102,Salaried,Divorced,21324,Owned,47,Education,2045-06-21,2045-05-21,39884,0,-0.89,0.74,False,True,True,True,True
485629,50381,473757,3348.09,745.41,92708,45967,Salaried,Divorced,51500,Rented,41,Business,2045-06-22,2045-05-22,81037,0,0.39,0.91,False,False,True,False,False
356170,493836,408883,4978.54,112.17,45619,53365,Unemployed,Divorced,46213,Parental,58,Education,2045-06-23,2045-05-23,199492,0,-0.91,0.04,False,True,False,True,False
54343,445452,205125,1587.78,649.51,38018,76068,Unemployed,Single,86681,Owned,48,Business,2045-06-24,2045-05-24,150133,0,-0.46,0.85,True,True,False,True,True
377899,309550,217089,3804.56,437.26,140490,88969,Salaried,Married,32702,Rented,62,Business,2045-06-25,2045-05-25,16161,0,0.62,0.37,False,True,False,False,True
499459,352571,371427,3815.59,504.84,148984,49973,Unemployed,Single,99687,Owned,62,Business,2045-06-26,2045-05-26,318421,0,-1.59,0.14,True,False,True,False,False
256624,50123,129104,4090.23,800.92,45412,72789,Salaried,Married,60240,Owned,51,Home,2045-06-27,2045-05-27,193290,0,0.07,0.2,False,True,True,True,False
118566,437552,228075,912.69,690.97,56978,41609,Unemployed,Single,22338,Owned,22,Business,2045-06-28,2045-05-28,95877,0,-1.49,0.95,True,True,False,True,True
181549,413336,93890,4559.5,698.54,125479,81324,Unemployed,Married,90930,Rented,35,Business,2045-06-29,2045-05-29,328975,0,0.42,0.3,False,True,False,True,True
283312,496976,382664,1417.04,445.82,78193,36269,Unemployed,Single,94893,Rented,35,Education,2045-06-30,2045-05-30,50521,0,-1.31,0.28,False,False,False,False,False
130268,357120,276249,4078.87,857.81,15199,38330,Self-employed,Single,95572,Parental,27,Business,2045-07-01,2045-05-31,356990,0,-0.3,0.75,True,True,False,True,False
408423,174582,248343,1918.51,558.67,141979,8551,Unemployed,Married,41606,Parental,38,Education,2045-07-02,2045-06-01,225404,0,0.66,0.86,True,False,True,False,False
166336,163024,410626,4888.67,787.43,27433,41458,Salaried,Divorced,33986,Owned,37,Education,2045-07-03,2045-06-02,210278,0,-0.2,0.82,True,False,False,False,False
310339,181470,140915,3534.47,264.36,104808,10209,Unemployed,Single,64231,Owned,43,Education,2045-07-04,2045-06-03,304947,0,-1.27,0.82,True,True,True,False,True
94793,381731,334982,2723.03,163.8,89071,60285,Unemployed,Single,39406,Parental,24,Home,2045-07-05,2045-06-04,26101,0,-2.27,0.68,True,False,False,False,False
71904,418614,201406,4249.7,586.41,78556,51533,Unemployed,Single,26225,Rented,61,Car,2045-07-06,2045-06-05,89862,0,-1.5,0.78,True,True,True,False,False
128570,183966,211290,2910.79,612.05,48911,47762,Unemployed,Single,86236,Parental,40,Education,2045-07-07,2045-06-06,311321,0,-0.41,0.89,True,False,True,True,False
482985,454850,388687,1237.72,696.73,105276,78635,Self-employed,Divorced,96958,Rented,24,Car,2045-07-08,2045-06-07,222725,1,-0.4,0.7,True,True,False,False,True
381577,158007,164731,637.52,497.02,100900,95370,Unemployed,Single,83671,Rented,22,Home,2045-07-09,2045-06-08,132710,0,0.82,0.73,True,True,True,True,False
128355,77760,142802,2577.4,325.36,101735,97193,Self-employed,Divorced,53906,Owned,64,Car,2045-07-10,2045-06-09,319870,0,-1.41,0.93,True,True,True,True,True
269559,422795,471646,2196.99,484.27,121542,18212,Salaried,Single,27644,Rented,51,Education,2045-07-11,2045-06-10,97316,0,-1.88,0.23,False,True,False,False,True
244599,474682,74619,3259.37,821.75,48884,75365,Self-employed,Married,33137,Owned,26,Education,2045-07-12,2045-06-11,72343,0,1.49,0.75,True,True,False,False,False
81900,315783,427779,667.9,362.74,17030,55861,Unemployed,Single,43822,Rented,44,Business,2045-07-13,2045-06-12,103967,0,-0.89,0.34,False,True,False,False,True
233098,439472,152091,887.88,801.27,88993,89121,Self-employed,Divorced,22936,Rented,56,Car,2045-07-14,2045-06-13,242705,1,-0.7,0.42,True,True,False,False,True
148075,259589,285026,1780.47,365.49,125732,19796,Salaried,Divorced,69454,Owned,26,Business,2045-07-15,2045-06-14,68105,0,0.4,0.56,False,False,False,True,False
191191,370128,293193,1301.5,682.69,136917,78017,Salaried,Married,71298,Parental,60,Business,2045-07-16,2045-06-15,292520,0,-0.29,0.89,True,True,False,True,False
257914,479018,367488,4640.33,556.66,20709,22988,Self-employed,Married,96763,Owned,21,Education,2045-07-17,2045-06-16,262124,1,-1.56,0.71,False,True,False,False,True
301271,391968,47108,1488.19,260.48,119442,72079,Self-employed,Married,13602,Rented,39,Home,2045-07-18,2045-06-17,168350,1,0.17,0.51,True,False,False,True,True
81758,211150,197140,747.31,785.26,85970,23998,Salaried,Divorced,54876,Parental,34,Home,2045-07-19,2045-06-18,209653,0,1.1,0.23,True,True,False,True,True
155160,479172,290827,4821.25,92.68,120156,96089,Salaried,Single,12978,Rented,52,Car,2045-07-20,2045-06-19,171622,0,-1.58,0.29,True,True,True,True,False
463217,477301,364843,751.93,371.72,94832,73886,Unemployed,Divorced,39193,Parental,58,Home,2045-07-21,2045-06-20,335803,1,0.72,0.52,False,False,True,True,True
53968,267009,215480,1624.19,377.79,112686,23995,Salaried,Divorced,10794,Rented,36,Business,2045-07-22,2045-06-21,47009,0,-0.27,0.16,True,False,True,True,False
167544,340388,371074,1606.69,572.53,37549,12639,Self-employed,Married,86745,Owned,51,Car,2045-07-23,2045-06-22,393875,0,1.14,0.44,False,True,True,True,False
285554,445518,163303,4790.61,341.74,147477,82366,Self-employed,Married,36714,Parental,39,Car,2045-07-24,2045-06-23,292569,0,-1.8,0.91,True,False,False,False,False
102161,258043,357126,3539.9,264.95,11871,43554,Self-employed,Married,71316,Rented,59,Business,2045-07-25,2045-06-24,392660,0,0.62,0.04,True,True,True,True,True
60578,223174,44029,1593.12,294.54,71544,81458,Self-employed,Married,61401,Rented,24,Car,2045-07-26,2045-06-25,70745,0,1.07,0.81,True,True,True,True,False
96127,249506,450629,2606.67,769.35,35807,33780,Salaried,Married,78084,Parental,55,Business,2045-07-27,2045-06-26,215511,1,0.49,0.78,False,False,True,False,True
218146,434893,369573,1674.04,575.19,64986,92182,Unemployed,Married,13715,Parental,32,Home,2045-07-28,2045-06-27,114527,0,0.3,0.98,False,False,False,False,False
430682,326304,411687,669.2,150.72,43009,57907,Unemployed,Married,24534,Owned,38,Business,2045-07-29,2045-06-28,273853,0,1.71,0.5,False,False,True,True,False
418641,73810,353423,4412.41,423.92,137875,19597,Salaried,Single,38823,Owned,61,Education,2045-07-30,2045-06-29,212644,0,0.97,0.84,True,True,False,False,True
276463,240967,245151,4317.53,498.95,141469,15893,Self-employed,Single,79840,Rented,59,Home,2045-07-31,2045-06-30,34902,0,1.05,0.0,True,False,False,True,False
